#  This is a file for the AB reference system.
#  
#  
#  The columns are: wavelengths, flux reference.
#  With the following units:
#      Angstroms        ,   ergs/s/cm^2/Angstrom
1.011300000000000000e+04 , 1.064356060407438211e-09
1.011400000000000000e+04 , 1.064145598979229898e-09
1.011500000000000000e+04 , 1.063935199968527917e-09
1.011600000000000000e+04 , 1.063724863350652093e-09
1.011700000000000000e+04 , 1.063514589100935899e-09
1.011800000000000000e+04 , 1.063304377194723772e-09
1.011900000000000000e+04 , 1.063094227607372758e-09
1.012000000000000000e+04 , 1.062884140314252522e-09
1.012100000000000000e+04 , 1.062674115290744101e-09
1.012200000000000000e+04 , 1.062464152512241353e-09
1.012300000000000000e+04 , 1.062254251954149716e-09
1.012400000000000000e+04 , 1.062044413591887038e-09
1.012500000000000000e+04 , 1.061834637400883985e-09
1.012600000000000000e+04 , 1.061624923356581980e-09
1.012700000000000000e+04 , 1.061415271434435472e-09
1.012800000000000000e+04 , 1.061205681609911110e-09
1.012900000000000000e+04 , 1.060996153858487127e-09
1.013000000000000000e+04 , 1.060786688155654572e-09
1.013100000000000000e+04 , 1.060577284476915667e-09
1.013200000000000000e+04 , 1.060367942797785243e-09
1.013300000000000000e+04 , 1.060158663093790336e-09
1.013400000000000000e+04 , 1.059949445340469767e-09
1.013500000000000000e+04 , 1.059740289513374973e-09
1.013600000000000000e+04 , 1.059531195588068349e-09
1.013700000000000000e+04 , 1.059322163540125528e-09
1.013800000000000000e+04 , 1.059113193345133513e-09
1.013900000000000000e+04 , 1.058904284978691512e-09
1.014000000000000000e+04 , 1.058695438416410723e-09
1.014100000000000000e+04 , 1.058486653633914342e-09
1.014200000000000000e+04 , 1.058277930606838176e-09
1.014300000000000000e+04 , 1.058069269310828788e-09
1.014400000000000000e+04 , 1.057860669721545768e-09
1.014500000000000000e+04 , 1.057652131814660700e-09
1.014600000000000000e+04 , 1.057443655565856542e-09
1.014700000000000000e+04 , 1.057235240950828453e-09
1.014800000000000000e+04 , 1.057026887945283999e-09
1.014900000000000000e+04 , 1.056818596524941915e-09
1.015000000000000000e+04 , 1.056610366665534167e-09
1.015100000000000000e+04 , 1.056402198342803065e-09
1.015200000000000000e+04 , 1.056194091532504152e-09
1.015300000000000000e+04 , 1.055986046210403930e-09
1.015400000000000000e+04 , 1.055778062352282139e-09
1.015500000000000000e+04 , 1.055570139933929061e-09
1.015600000000000000e+04 , 1.055362278931147184e-09
1.015700000000000000e+04 , 1.055154479319752226e-09
1.015800000000000000e+04 , 1.054946741075569629e-09
1.015900000000000000e+04 , 1.054739064174438688e-09
1.016000000000000000e+04 , 1.054531448592209450e-09
1.016100000000000000e+04 , 1.054323894304744372e-09
1.016200000000000000e+04 , 1.054116401287917283e-09
1.016300000000000000e+04 , 1.053908969517614629e-09
1.016400000000000000e+04 , 1.053701598969733606e-09
1.016500000000000000e+04 , 1.053494289620184648e-09
1.016600000000000000e+04 , 1.053287041444888940e-09
1.016700000000000000e+04 , 1.053079854419780076e-09
1.016800000000000000e+04 , 1.052872728520803024e-09
1.016900000000000000e+04 , 1.052665663723915158e-09
1.017000000000000000e+04 , 1.052458660005085434e-09
1.017100000000000000e+04 , 1.052251717340294389e-09
1.017200000000000000e+04 , 1.052044835705534345e-09
1.017300000000000000e+04 , 1.051838015076809828e-09
1.017400000000000000e+04 , 1.051631255430137148e-09
1.017500000000000000e+04 , 1.051424556741543579e-09
1.017600000000000000e+04 , 1.051217918987069419e-09
1.017700000000000000e+04 , 1.051011342142765929e-09
1.017800000000000000e+04 , 1.050804826184696364e-09
1.017900000000000000e+04 , 1.050598371088935350e-09
1.018000000000000000e+04 , 1.050391976831569925e-09
1.018100000000000000e+04 , 1.050185643388698496e-09
1.018200000000000000e+04 , 1.049979370736430848e-09
1.018300000000000000e+04 , 1.049773158850889791e-09
1.018400000000000000e+04 , 1.049567007708208064e-09
1.018500000000000000e+04 , 1.049360917284531430e-09
1.018600000000000000e+04 , 1.049154887556017031e-09
1.018700000000000000e+04 , 1.048948918498833585e-09
1.018800000000000000e+04 , 1.048743010089161392e-09
1.018900000000000000e+04 , 1.048537162303192748e-09
1.019000000000000000e+04 , 1.048331375117131527e-09
1.019100000000000000e+04 , 1.048125648507193184e-09
1.019200000000000000e+04 , 1.047919982449604756e-09
1.019300000000000000e+04 , 1.047714376920605273e-09
1.019400000000000000e+04 , 1.047508831896445138e-09
1.019500000000000000e+04 , 1.047303347353386542e-09
1.019600000000000000e+04 , 1.047097923267703465e-09
1.019700000000000000e+04 , 1.046892559615680638e-09
1.019800000000000000e+04 , 1.046687256373615820e-09
1.019900000000000000e+04 , 1.046482013517817526e-09
1.020000000000000000e+04 , 1.046276831024605642e-09
1.020100000000000000e+04 , 1.046071708870312670e-09
1.020200000000000000e+04 , 1.045866647031281243e-09
1.020300000000000000e+04 , 1.045661645483867440e-09
1.020400000000000000e+04 , 1.045456704204437054e-09
1.020500000000000000e+04 , 1.045251823169368909e-09
1.020600000000000000e+04 , 1.045047002355052170e-09
1.020700000000000000e+04 , 1.044842241737889027e-09
1.020800000000000000e+04 , 1.044637541294291805e-09
1.020900000000000000e+04 , 1.044432901000685029e-09
1.021000000000000000e+04 , 1.044228320833505012e-09
1.021100000000000000e+04 , 1.044023800769199233e-09
1.021200000000000000e+04 , 1.043819340784226547e-09
1.021300000000000000e+04 , 1.043614940855057799e-09
1.021400000000000000e+04 , 1.043410600958175212e-09
1.021500000000000000e+04 , 1.043206321070072174e-09
1.021600000000000000e+04 , 1.043002101167253861e-09
1.021700000000000000e+04 , 1.042797941226237234e-09
1.021800000000000000e+04 , 1.042593841223550010e-09
1.021900000000000000e+04 , 1.042389801135731900e-09
1.022000000000000000e+04 , 1.042185820939334400e-09
1.022100000000000000e+04 , 1.041981900610919763e-09
1.022200000000000000e+04 , 1.041778040127062025e-09
1.022300000000000000e+04 , 1.041574239464346600e-09
1.022400000000000000e+04 , 1.041370498599370686e-09
1.022500000000000000e+04 , 1.041166817508742650e-09
1.022600000000000000e+04 , 1.040963196169082025e-09
1.022700000000000000e+04 , 1.040759634557020338e-09
1.022800000000000000e+04 , 1.040556132649199870e-09
1.022900000000000000e+04 , 1.040352690422275310e-09
1.023000000000000000e+04 , 1.040149307852911684e-09
1.023100000000000000e+04 , 1.039945984917786223e-09
1.023200000000000000e+04 , 1.039742721593586909e-09
1.023300000000000000e+04 , 1.039539517857013718e-09
1.023400000000000000e+04 , 1.039336373684777587e-09
1.023500000000000000e+04 , 1.039133289053600620e-09
1.023600000000000000e+04 , 1.038930263940217534e-09
1.023700000000000000e+04 , 1.038727298321372560e-09
1.023800000000000000e+04 , 1.038524392173822958e-09
1.023900000000000000e+04 , 1.038321545474336118e-09
1.024000000000000000e+04 , 1.038118758199691634e-09
1.024100000000000000e+04 , 1.037916030326679851e-09
1.024200000000000000e+04 , 1.037713361832102696e-09
1.024300000000000000e+04 , 1.037510752692773470e-09
1.024400000000000000e+04 , 1.037308202885516638e-09
1.024500000000000000e+04 , 1.037105712387168250e-09
1.024600000000000000e+04 , 1.036903281174575106e-09
1.024700000000000000e+04 , 1.036700909224596001e-09
1.024800000000000000e+04 , 1.036498596514100278e-09
1.024900000000000000e+04 , 1.036296343019969477e-09
1.025000000000000000e+04 , 1.036094148719095690e-09
1.025100000000000000e+04 , 1.035892013588382172e-09
1.025200000000000000e+04 , 1.035689937604744174e-09
1.025300000000000000e+04 , 1.035487920745107698e-09
1.025400000000000000e+04 , 1.035285962986409916e-09
1.025500000000000000e+04 , 1.035084064305599578e-09
1.025600000000000000e+04 , 1.034882224679636396e-09
1.025700000000000000e+04 , 1.034680444085491661e-09
1.025800000000000000e+04 , 1.034478722500147213e-09
1.025900000000000000e+04 , 1.034277059900596882e-09
1.026000000000000000e+04 , 1.034075456263845462e-09
1.026100000000000000e+04 , 1.033873911566908706e-09
1.026200000000000000e+04 , 1.033672425786813740e-09
1.026300000000000000e+04 , 1.033470998900598650e-09
1.026400000000000000e+04 , 1.033269630885313518e-09
1.026500000000000000e+04 , 1.033068321718018349e-09
1.026600000000000000e+04 , 1.032867071375785560e-09
1.026700000000000000e+04 , 1.032665879835697489e-09
1.026800000000000000e+04 , 1.032464747074848887e-09
1.026900000000000000e+04 , 1.032263673070344840e-09
1.027000000000000000e+04 , 1.032062657799301812e-09
1.027100000000000000e+04 , 1.031861701238847430e-09
1.027200000000000000e+04 , 1.031660803366120491e-09
1.027300000000000000e+04 , 1.031459964158270751e-09
1.027400000000000000e+04 , 1.031259183592459133e-09
1.027500000000000000e+04 , 1.031058461645857932e-09
1.027600000000000000e+04 , 1.030857798295650200e-09
1.027700000000000000e+04 , 1.030657193519030360e-09
1.027800000000000000e+04 , 1.030456647293203588e-09
1.027900000000000000e+04 , 1.030256159595386437e-09
1.028000000000000000e+04 , 1.030055730402806830e-09
1.028100000000000000e+04 , 1.029855359692703031e-09
1.028200000000000000e+04 , 1.029655047442324679e-09
1.028300000000000000e+04 , 1.029454793628932785e-09
1.028400000000000000e+04 , 1.029254598229799115e-09
1.028500000000000000e+04 , 1.029054461222206187e-09
1.028600000000000000e+04 , 1.028854382583448720e-09
1.028700000000000000e+04 , 1.028654362290830740e-09
1.028800000000000000e+04 , 1.028454400321668885e-09
1.028900000000000000e+04 , 1.028254496653289930e-09
1.029000000000000000e+04 , 1.028054651263031812e-09
1.029100000000000000e+04 , 1.027854864128243640e-09
1.029200000000000000e+04 , 1.027655135226285478e-09
1.029300000000000000e+04 , 1.027455464534528355e-09
1.029400000000000000e+04 , 1.027255852030354051e-09
1.029500000000000000e+04 , 1.027056297691155925e-09
1.029600000000000000e+04 , 1.026856801494337885e-09
1.029700000000000000e+04 , 1.026657363417314592e-09
1.029800000000000000e+04 , 1.026457983437512080e-09
1.029900000000000000e+04 , 1.026258661532367550e-09
1.030000000000000000e+04 , 1.026059397679328751e-09
1.030100000000000000e+04 , 1.025860191855853975e-09
1.030200000000000000e+04 , 1.025661044039413513e-09
1.030300000000000000e+04 , 1.025461954207487784e-09
1.030400000000000000e+04 , 1.025262922337568171e-09
1.030500000000000000e+04 , 1.025063948407157430e-09
1.030600000000000000e+04 , 1.024865032393769068e-09
1.030700000000000000e+04 , 1.024666174274926934e-09
1.030800000000000000e+04 , 1.024467374028166664e-09
1.030900000000000000e+04 , 1.024268631631034233e-09
1.031000000000000000e+04 , 1.024069947061086784e-09
1.031100000000000000e+04 , 1.023871320295891799e-09
1.031200000000000000e+04 , 1.023672751313028754e-09
1.031300000000000000e+04 , 1.023474240090086638e-09
1.031400000000000000e+04 , 1.023275786604666020e-09
1.031500000000000000e+04 , 1.023077390834378637e-09
1.031600000000000000e+04 , 1.022879052756846359e-09
1.031700000000000000e+04 , 1.022680772349702220e-09
1.031800000000000000e+04 , 1.022482549590590425e-09
1.031900000000000000e+04 , 1.022284384457165310e-09
1.032000000000000000e+04 , 1.022086276927092584e-09
1.032100000000000000e+04 , 1.021888226978048711e-09
1.032200000000000000e+04 , 1.021690234587720700e-09
1.032300000000000000e+04 , 1.021492299733806521e-09
1.032400000000000000e+04 , 1.021294422394015312e-09
1.032500000000000000e+04 , 1.021096602546066135e-09
1.032600000000000000e+04 , 1.020898840167689841e-09
1.032700000000000000e+04 , 1.020701135236627413e-09
1.032800000000000000e+04 , 1.020503487730630380e-09
1.032900000000000000e+04 , 1.020305897627461854e-09
1.033000000000000000e+04 , 1.020108364904895283e-09
1.033100000000000000e+04 , 1.019910889540714873e-09
1.033200000000000000e+04 , 1.019713471512715372e-09
1.033300000000000000e+04 , 1.019516110798702699e-09
1.033400000000000000e+04 , 1.019318807376493109e-09
1.033500000000000000e+04 , 1.019121561223914026e-09
1.033600000000000000e+04 , 1.018924372318803213e-09
1.033700000000000000e+04 , 1.018727240639009189e-09
1.033800000000000000e+04 , 1.018530166162391635e-09
1.033900000000000000e+04 , 1.018333148866820163e-09
1.034000000000000000e+04 , 1.018136188730175962e-09
1.034100000000000000e+04 , 1.017939285730349942e-09
1.034200000000000000e+04 , 1.017742439845244594e-09
1.034300000000000000e+04 , 1.017545651052772541e-09
1.034400000000000000e+04 , 1.017348919330857573e-09
1.034500000000000000e+04 , 1.017152244657433406e-09
1.034600000000000000e+04 , 1.016955627010445338e-09
1.034700000000000000e+04 , 1.016759066367848178e-09
1.034800000000000000e+04 , 1.016562562707608730e-09
1.034900000000000000e+04 , 1.016366116007703516e-09
1.035000000000000000e+04 , 1.016169726246120019e-09
1.035100000000000000e+04 , 1.015973393400856063e-09
1.035200000000000000e+04 , 1.015777117449920431e-09
1.035300000000000000e+04 , 1.015580898371332245e-09
1.035400000000000000e+04 , 1.015384736143121589e-09
1.035500000000000000e+04 , 1.015188630743329091e-09
1.035600000000000000e+04 , 1.014992582150005721e-09
1.035700000000000000e+04 , 1.014796590341213202e-09
1.035800000000000000e+04 , 1.014600655295023802e-09
1.035900000000000000e+04 , 1.014404776989520338e-09
1.036000000000000000e+04 , 1.014208955402796585e-09
1.036100000000000000e+04 , 1.014013190512956039e-09
1.036200000000000000e+04 , 1.013817482298113775e-09
1.036300000000000000e+04 , 1.013621830736394588e-09
1.036400000000000000e+04 , 1.013426235805934441e-09
1.036500000000000000e+04 , 1.013230697484879428e-09
1.036600000000000000e+04 , 1.013035215751386398e-09
1.036700000000000000e+04 , 1.012839790583622745e-09
1.036800000000000000e+04 , 1.012644421959766205e-09
1.036900000000000000e+04 , 1.012449109858005265e-09
1.037000000000000000e+04 , 1.012253854256538754e-09
1.037100000000000000e+04 , 1.012058655133576045e-09
1.037200000000000000e+04 , 1.011863512467337059e-09
1.037300000000000000e+04 , 1.011668426236052264e-09
1.037400000000000000e+04 , 1.011473396417962466e-09
1.037500000000000000e+04 , 1.011278422991319228e-09
1.037600000000000000e+04 , 1.011083505934384448e-09
1.037700000000000000e+04 , 1.010888645225429954e-09
1.037800000000000000e+04 , 1.010693840842739151e-09
1.037900000000000000e+04 , 1.010499092764604754e-09
1.038000000000000000e+04 , 1.010304400969331055e-09
1.038100000000000000e+04 , 1.010109765435231861e-09
1.038200000000000000e+04 , 1.009915186140631523e-09
1.038300000000000000e+04 , 1.009720663063865974e-09
1.038400000000000000e+04 , 1.009526196183279834e-09
1.038500000000000000e+04 , 1.009331785477229507e-09
1.038600000000000000e+04 , 1.009137430924081119e-09
1.038700000000000000e+04 , 1.008943132502211341e-09
1.038800000000000000e+04 , 1.008748890190007599e-09
1.038900000000000000e+04 , 1.008554703965867036e-09
1.039000000000000000e+04 , 1.008360573808198171e-09
1.039100000000000000e+04 , 1.008166499695418620e-09
1.039200000000000000e+04 , 1.007972481605957789e-09
1.039300000000000000e+04 , 1.007778519518254387e-09
1.039400000000000000e+04 , 1.007584613410757671e-09
1.039500000000000000e+04 , 1.007390763261928064e-09
1.039600000000000000e+04 , 1.007196969050235297e-09
1.039700000000000000e+04 , 1.007003230754160264e-09
1.039800000000000000e+04 , 1.006809548352193377e-09
1.039900000000000000e+04 , 1.006615921822836209e-09
1.040000000000000000e+04 , 1.006422351144600470e-09
1.040100000000000000e+04 , 1.006228836296007796e-09
1.040200000000000000e+04 , 1.006035377255590367e-09
1.040300000000000000e+04 , 1.005841974001890705e-09
1.040400000000000000e+04 , 1.005648626513461877e-09
1.040500000000000000e+04 , 1.005455334768867086e-09
1.040600000000000000e+04 , 1.005262098746679457e-09
1.040700000000000000e+04 , 1.005068918425482871e-09
1.040800000000000000e+04 , 1.004875793783871548e-09
1.040900000000000000e+04 , 1.004682724800449635e-09
1.041000000000000000e+04 , 1.004489711453831823e-09
1.041100000000000000e+04 , 1.004296753722642733e-09
1.041200000000000000e+04 , 1.004103851585517943e-09
1.041300000000000000e+04 , 1.003911005021102339e-09
1.041400000000000000e+04 , 1.003718214008051972e-09
1.041500000000000000e+04 , 1.003525478525032406e-09
1.041600000000000000e+04 , 1.003332798550719959e-09
1.041700000000000000e+04 , 1.003140174063801083e-09
1.041800000000000000e+04 , 1.002947605042971947e-09
1.041900000000000000e+04 , 1.002755091466939888e-09
1.042000000000000000e+04 , 1.002562633314421756e-09
1.042100000000000000e+04 , 1.002370230564144534e-09
1.042200000000000000e+04 , 1.002177883194846163e-09
1.042300000000000000e+04 , 1.001985591185273687e-09
1.042400000000000000e+04 , 1.001793354514185520e-09
1.042500000000000000e+04 , 1.001601173160349177e-09
1.042600000000000000e+04 , 1.001409047102543340e-09
1.042700000000000000e+04 , 1.001216976319555994e-09
1.042800000000000000e+04 , 1.001024960790186089e-09
1.042900000000000000e+04 , 1.000833000493242083e-09
1.043000000000000000e+04 , 1.000641095407542569e-09
1.043100000000000000e+04 , 1.000449245511917101e-09
1.043200000000000000e+04 , 1.000257450785204744e-09
1.043300000000000000e+04 , 1.000065711206254697e-09
1.043400000000000000e+04 , 9.998740267539264972e-10
1.043500000000000000e+04 , 9.996823974070894032e-10
1.043600000000000000e+04 , 9.994908231446236324e-10
1.043700000000000000e+04 , 9.992993039454187085e-10
1.043800000000000000e+04 , 9.991078397883744950e-10
1.043900000000000000e+04 , 9.989164306524014015e-10
1.044000000000000000e+04 , 9.987250765164191439e-10
1.044100000000000000e+04 , 9.985337773593581911e-10
1.044200000000000000e+04 , 9.983425331601587316e-10
1.044300000000000000e+04 , 9.981513438977712935e-10
1.044400000000000000e+04 , 9.979602095511565379e-10
1.044500000000000000e+04 , 9.977691300992844318e-10
1.044600000000000000e+04 , 9.975781055211361089e-10
1.044700000000000000e+04 , 9.973871357957020090e-10
1.044800000000000000e+04 , 9.971962209019831181e-10
1.044900000000000000e+04 , 9.970053608189897282e-10
1.045000000000000000e+04 , 9.968145555257432982e-10
1.045100000000000000e+04 , 9.966238050012743861e-10
1.045200000000000000e+04 , 9.964331092246236826e-10
1.045300000000000000e+04 , 9.962424681748422183e-10
1.045400000000000000e+04 , 9.960518818309911569e-10
1.045500000000000000e+04 , 9.958613501721411744e-10
1.045600000000000000e+04 , 9.956708731773732867e-10
1.045700000000000000e+04 , 9.954804508257784360e-10
1.045800000000000000e+04 , 9.952900830964579040e-10
1.045900000000000000e+04 , 9.950997699685220716e-10
1.046000000000000000e+04 , 9.949095114210922797e-10
1.046100000000000000e+04 , 9.947193074332993818e-10
1.046200000000000000e+04 , 9.945291579842841576e-10
1.046300000000000000e+04 , 9.943390630531973131e-10
1.046400000000000000e+04 , 9.941490226191998938e-10
1.046500000000000000e+04 , 9.939590366614624579e-10
1.046600000000000000e+04 , 9.937691051591661101e-10
1.046700000000000000e+04 , 9.935792280915012611e-10
1.046800000000000000e+04 , 9.933894054376682475e-10
1.046900000000000000e+04 , 9.931996371768779526e-10
1.047000000000000000e+04 , 9.930099232883509789e-10
1.047100000000000000e+04 , 9.928202637513172350e-10
1.047200000000000000e+04 , 9.926306585450171757e-10
1.047300000000000000e+04 , 9.924411076487013891e-10
1.047400000000000000e+04 , 9.922516110416295619e-10
1.047500000000000000e+04 , 9.920621687030717209e-10
1.047600000000000000e+04 , 9.918727806123078189e-10
1.047700000000000000e+04 , 9.916834467486281485e-10
1.047800000000000000e+04 , 9.914941670913316877e-10
1.047900000000000000e+04 , 9.913049416197281678e-10
1.048000000000000000e+04 , 9.911157703131372464e-10
1.048100000000000000e+04 , 9.909266531508878867e-10
1.048200000000000000e+04 , 9.907375901123195985e-10
1.048300000000000000e+04 , 9.905485811767811976e-10
1.048400000000000000e+04 , 9.903596263236316324e-10
1.048500000000000000e+04 , 9.901707255322395709e-10
1.048600000000000000e+04 , 9.899818787819831937e-10
1.048700000000000000e+04 , 9.897930860522512278e-10
1.048800000000000000e+04 , 9.896043473224419130e-10
1.048900000000000000e+04 , 9.894156625719630014e-10
1.049000000000000000e+04 , 9.892270317802327918e-10
1.049100000000000000e+04 , 9.890384549266782685e-10
1.049200000000000000e+04 , 9.888499319907371690e-10
1.049300000000000000e+04 , 9.886614629518567433e-10
1.049400000000000000e+04 , 9.884730477894941678e-10
1.049500000000000000e+04 , 9.882846864831161314e-10
1.049600000000000000e+04 , 9.880963790121990422e-10
1.049700000000000000e+04 , 9.879081253562294414e-10
1.049800000000000000e+04 , 9.877199254947035897e-10
1.049900000000000000e+04 , 9.875317794071270534e-10
1.050000000000000000e+04 , 9.873436870730157385e-10
1.050100000000000000e+04 , 9.871556484718948570e-10
1.050200000000000000e+04 , 9.869676635833001673e-10
1.050300000000000000e+04 , 9.867797323867756996e-10
1.050400000000000000e+04 , 9.865918548618768580e-10
1.050500000000000000e+04 , 9.864040309881673182e-10
1.050600000000000000e+04 , 9.862162607452217162e-10
1.050700000000000000e+04 , 9.860285441126235800e-10
1.050800000000000000e+04 , 9.858408810699667776e-10
1.050900000000000000e+04 , 9.856532715968542757e-10
1.051000000000000000e+04 , 9.854657156728989676e-10
1.051100000000000000e+04 , 9.852782132777236722e-10
1.051200000000000000e+04 , 9.850907643909603079e-10
1.051300000000000000e+04 , 9.849033689922517530e-10
1.051400000000000000e+04 , 9.847160270612487440e-10
1.051500000000000000e+04 , 9.845287385776131843e-10
1.051600000000000000e+04 , 9.843415035210160766e-10
1.051700000000000000e+04 , 9.841543218711379357e-10
1.051800000000000000e+04 , 9.839671936076694097e-10
1.051900000000000000e+04 , 9.837801187103104525e-10
1.052000000000000000e+04 , 9.835930971587703236e-10
1.052100000000000000e+04 , 9.834061289327688290e-10
1.052200000000000000e+04 , 9.832192140120348740e-10
1.052300000000000000e+04 , 9.830323523763066694e-10
1.052400000000000000e+04 , 9.828455440053329727e-10
1.052500000000000000e+04 , 9.826587888788710199e-10
1.052600000000000000e+04 , 9.824720869766885937e-10
1.052700000000000000e+04 , 9.822854382785627823e-10
1.052800000000000000e+04 , 9.820988427642799800e-10
1.052900000000000000e+04 , 9.819123004136367139e-10
1.053000000000000000e+04 , 9.817258112064384034e-10
1.053100000000000000e+04 , 9.815393751225012210e-10
1.053200000000000000e+04 , 9.813529921416494045e-10
1.053300000000000000e+04 , 9.811666622437179449e-10
1.053400000000000000e+04 , 9.809803854085509322e-10
1.053500000000000000e+04 , 9.807941616160021758e-10
1.053600000000000000e+04 , 9.806079908459347909e-10
1.053700000000000000e+04 , 9.804218730782220255e-10
1.053800000000000000e+04 , 9.802358082927456065e-10
1.053900000000000000e+04 , 9.800497964693978071e-10
1.054000000000000000e+04 , 9.798638375880804132e-10
1.054100000000000000e+04 , 9.796779316287038960e-10
1.054200000000000000e+04 , 9.794920785711890666e-10
1.054300000000000000e+04 , 9.793062783954658349e-10
1.054400000000000000e+04 , 9.791205310814742439e-10
1.054500000000000000e+04 , 9.789348366091628152e-10
1.054600000000000000e+04 , 9.787491949584902033e-10
1.054700000000000000e+04 , 9.785636061094249889e-10
1.054800000000000000e+04 , 9.783780700419440246e-10
1.054900000000000000e+04 , 9.781925867360349161e-10
1.055000000000000000e+04 , 9.780071561716939547e-10
1.055100000000000000e+04 , 9.778217783289275646e-10
1.055200000000000000e+04 , 9.776364531877510622e-10
1.055300000000000000e+04 , 9.774511807281890697e-10
1.055400000000000000e+04 , 9.772659609302765491e-10
1.055500000000000000e+04 , 9.770807937740569408e-10
1.055600000000000000e+04 , 9.768956792395840252e-10
1.055700000000000000e+04 , 9.767106173069204748e-10
1.055800000000000000e+04 , 9.765256079561382678e-10
1.055900000000000000e+04 , 9.763406511673193087e-10
1.056000000000000000e+04 , 9.761557469205548077e-10
1.056100000000000000e+04 , 9.759708951959450741e-10
1.056200000000000000e+04 , 9.757860959736003431e-10
1.056300000000000000e+04 , 9.756013492336395356e-10
1.056400000000000000e+04 , 9.754166549561919120e-10
1.056500000000000000e+04 , 9.752320131213954184e-10
1.056600000000000000e+04 , 9.750474237093975132e-10
1.056700000000000000e+04 , 9.748628867003553743e-10
1.056800000000000000e+04 , 9.746784020744352786e-10
1.056900000000000000e+04 , 9.744939698118132222e-10
1.057000000000000000e+04 , 9.743095898926736801e-10
1.057100000000000000e+04 , 9.741252622972116736e-10
1.057200000000000000e+04 , 9.739409870056311163e-10
1.057300000000000000e+04 , 9.737567639981450208e-10
1.057400000000000000e+04 , 9.735725932549759122e-10
1.057500000000000000e+04 , 9.733884747563556214e-10
1.057600000000000000e+04 , 9.732044084825259056e-10
1.057700000000000000e+04 , 9.730203944137367936e-10
1.057800000000000000e+04 , 9.728364325302488608e-10
1.057900000000000000e+04 , 9.726525228123307478e-10
1.058000000000000000e+04 , 9.724686652402612280e-10
1.058100000000000000e+04 , 9.722848597943285874e-10
1.058200000000000000e+04 , 9.721011064548295905e-10
1.058300000000000000e+04 , 9.719174052020711350e-10
1.058400000000000000e+04 , 9.717337560163688038e-10
1.058500000000000000e+04 , 9.715501588780476924e-10
1.058600000000000000e+04 , 9.713666137674426158e-10
1.058700000000000000e+04 , 9.711831206648970743e-10
1.058800000000000000e+04 , 9.709996795507638739e-10
1.058900000000000000e+04 , 9.708162904054057469e-10
1.059000000000000000e+04 , 9.706329532091936975e-10
1.059100000000000000e+04 , 9.704496679425090693e-10
1.059200000000000000e+04 , 9.702664345857414780e-10
1.059300000000000000e+04 , 9.700832531192904655e-10
1.059400000000000000e+04 , 9.699001235235646725e-10
1.059500000000000000e+04 , 9.697170457789820456e-10
1.059600000000000000e+04 , 9.695340198659692167e-10
1.059700000000000000e+04 , 9.693510457649629508e-10
1.059800000000000000e+04 , 9.691681234564082845e-10
1.059900000000000000e+04 , 9.689852529207605944e-10
1.060000000000000000e+04 , 9.688024341384833220e-10
1.060100000000000000e+04 , 9.686196670900500417e-10
1.060200000000000000e+04 , 9.684369517559425998e-10
1.060300000000000000e+04 , 9.682542881166531823e-10
1.060400000000000000e+04 , 9.680716761526824539e-10
1.060500000000000000e+04 , 9.678891158445403849e-10
1.060600000000000000e+04 , 9.677066071727462516e-10
1.060700000000000000e+04 , 9.675241501178280155e-10
1.060800000000000000e+04 , 9.673417446603233575e-10
1.060900000000000000e+04 , 9.671593907807792645e-10
1.061000000000000000e+04 , 9.669770884597514086e-10
1.061100000000000000e+04 , 9.667948376778047676e-10
1.061200000000000000e+04 , 9.666126384155138321e-10
1.061300000000000000e+04 , 9.664304906534617780e-10
1.061400000000000000e+04 , 9.662483943722410869e-10
1.061500000000000000e+04 , 9.660663495524533395e-10
1.061600000000000000e+04 , 9.658843561747092154e-10
1.061700000000000000e+04 , 9.657024142196291137e-10
1.061800000000000000e+04 , 9.655205236678414984e-10
1.061900000000000000e+04 , 9.653386844999847596e-10
1.062000000000000000e+04 , 9.651568966967061799e-10
1.062100000000000000e+04 , 9.649751602386619337e-10
1.062200000000000000e+04 , 9.647934751065179150e-10
1.062300000000000000e+04 , 9.646118412809482896e-10
1.062400000000000000e+04 , 9.644302587426369426e-10
1.062500000000000000e+04 , 9.642487274722766513e-10
1.062600000000000000e+04 , 9.640672474505690852e-10
1.062700000000000000e+04 , 9.638858186582254265e-10
1.062800000000000000e+04 , 9.637044410759655425e-10
1.062900000000000000e+04 , 9.635231146845183999e-10
1.063000000000000000e+04 , 9.633418394646222708e-10
1.063100000000000000e+04 , 9.631606153970245265e-10
1.063200000000000000e+04 , 9.629794424624810168e-10
1.063300000000000000e+04 , 9.627983206417571042e-10
1.063400000000000000e+04 , 9.626172499156274568e-10
1.063500000000000000e+04 , 9.624362302648752215e-10
1.063600000000000000e+04 , 9.622552616702928508e-10
1.063700000000000000e+04 , 9.620743441126814828e-10
1.063800000000000000e+04 , 9.618934775728521815e-10
1.063900000000000000e+04 , 9.617126620316240762e-10
1.064000000000000000e+04 , 9.615318974698258086e-10
1.064100000000000000e+04 , 9.613511838682947057e-10
1.064200000000000000e+04 , 9.611705212078771938e-10
1.064300000000000000e+04 , 9.609899094694290048e-10
1.064400000000000000e+04 , 9.608093486338145558e-10
1.064500000000000000e+04 , 9.606288386819073633e-10
1.064600000000000000e+04 , 9.604483795945898357e-10
1.064700000000000000e+04 , 9.602679713527534805e-10
