#  This is a file for the AB reference system.
#  
#  
#  The columns are: wavelengths, flux reference.
#  With the following units:
#      Angstroms        ,   ergs/s/cm^2/Angstrom
2.002000000000000000e+03 , 2.715931458646248409e-08
2.003000000000000000e+03 , 2.713220271933587071e-08
2.004000000000000000e+03 , 2.710513142870944296e-08
2.005000000000000000e+03 , 2.707810063365276952e-08
2.006000000000000000e+03 , 2.705111025343709235e-08
2.007000000000000000e+03 , 2.702416020753471121e-08
2.008000000000000000e+03 , 2.699725041561839805e-08
2.009000000000000000e+03 , 2.697038079756079815e-08
2.010000000000000000e+03 , 2.694355127343382127e-08
2.011000000000000000e+03 , 2.691676176350805932e-08
2.012000000000000000e+03 , 2.689001218825219085e-08
2.013000000000000000e+03 , 2.686330246833238539e-08
2.014000000000000000e+03 , 2.683663252461172450e-08
2.015000000000000000e+03 , 2.681000227814960285e-08
2.016000000000000000e+03 , 2.678341165020116574e-08
2.017000000000000000e+03 , 2.675686056221669369e-08
2.018000000000000000e+03 , 2.673034893584105320e-08
2.019000000000000000e+03 , 2.670387669291311108e-08
2.020000000000000000e+03 , 2.667744375546514551e-08
2.021000000000000000e+03 , 2.665105004572228687e-08
2.022000000000000000e+03 , 2.662469548610193541e-08
2.023000000000000000e+03 , 2.659837999921319875e-08
2.024000000000000000e+03 , 2.657210350785630954e-08
2.025000000000000000e+03 , 2.654586593502209942e-08
2.026000000000000000e+03 , 2.651966720389136369e-08
2.027000000000000000e+03 , 2.649350723783437163e-08
2.028000000000000000e+03 , 2.646738596041026766e-08
2.029000000000000000e+03 , 2.644130329536651543e-08
2.030000000000000000e+03 , 2.641525916663835191e-08
2.031000000000000000e+03 , 2.638925349834822156e-08
2.032000000000000000e+03 , 2.636328621480523707e-08
2.033000000000000000e+03 , 2.633735724050461681e-08
2.034000000000000000e+03 , 2.631146650012713895e-08
2.035000000000000000e+03 , 2.628561391853859547e-08
2.036000000000000000e+03 , 2.625979942078924956e-08
2.037000000000000000e+03 , 2.623402293211328969e-08
2.038000000000000000e+03 , 2.620828437792829024e-08
2.039000000000000000e+03 , 2.618258368383466562e-08
2.040000000000000000e+03 , 2.615692077561514084e-08
2.041000000000000000e+03 , 2.613129557923421881e-08
2.042000000000000000e+03 , 2.610570802083762447e-08
2.043000000000000000e+03 , 2.608015802675180188e-08
2.044000000000000000e+03 , 2.605464552348336166e-08
2.045000000000000000e+03 , 2.602917043771856812e-08
2.046000000000000000e+03 , 2.600373269632279004e-08
2.047000000000000000e+03 , 2.597833222634001756e-08
2.048000000000000000e+03 , 2.595296895499229313e-08
2.049000000000000000e+03 , 2.592764280967920522e-08
2.050000000000000000e+03 , 2.590235371797739205e-08
2.051000000000000000e+03 , 2.587710160763998572e-08
2.052000000000000000e+03 , 2.585188640659613904e-08
2.053000000000000000e+03 , 2.582670804295045977e-08
2.054000000000000000e+03 , 2.580156644498254736e-08
2.055000000000000000e+03 , 2.577646154114645037e-08
2.056000000000000000e+03 , 2.575139326007017012e-08
2.057000000000000000e+03 , 2.572636153055515778e-08
2.058000000000000000e+03 , 2.570136628157579489e-08
2.059000000000000000e+03 , 2.567640744227889708e-08
2.060000000000000000e+03 , 2.565148494198321773e-08
2.061000000000000000e+03 , 2.562659871017893844e-08
2.062000000000000000e+03 , 2.560174867652716940e-08
2.063000000000000000e+03 , 2.557693477085946304e-08
2.064000000000000000e+03 , 2.555215692317731439e-08
2.065000000000000000e+03 , 2.552741506365165814e-08
2.066000000000000000e+03 , 2.550270912262238229e-08
2.067000000000000000e+03 , 2.547803903059785168e-08
2.068000000000000000e+03 , 2.545340471825439511e-08
2.069000000000000000e+03 , 2.542880611643583557e-08
2.070000000000000000e+03 , 2.540424315615300048e-08
2.071000000000000000e+03 , 2.537971576858322871e-08
2.072000000000000000e+03 , 2.535522388506991070e-08
2.073000000000000000e+03 , 2.533076743712198549e-08
2.074000000000000000e+03 , 2.530634635641346760e-08
2.075000000000000000e+03 , 2.528196057478298049e-08
2.076000000000000000e+03 , 2.525761002423327349e-08
2.077000000000000000e+03 , 2.523329463693073871e-08
2.078000000000000000e+03 , 2.520901434520495117e-08
2.079000000000000000e+03 , 2.518476908154820223e-08
2.080000000000000000e+03 , 2.516055877861500989e-08
2.081000000000000000e+03 , 2.513638336922167218e-08
2.082000000000000000e+03 , 2.511224278634579062e-08
2.083000000000000000e+03 , 2.508813696312581035e-08
2.084000000000000000e+03 , 2.506406583286054370e-08
2.085000000000000000e+03 , 2.504002932900873005e-08
2.086000000000000000e+03 , 2.501602738518856609e-08
2.087000000000000000e+03 , 2.499205993517723591e-08
2.088000000000000000e+03 , 2.496812691291047756e-08
2.089000000000000000e+03 , 2.494422825248210997e-08
2.090000000000000000e+03 , 2.492036388814358287e-08
2.091000000000000000e+03 , 2.489653375430353019e-08
2.092000000000000000e+03 , 2.487273778552731009e-08
2.093000000000000000e+03 , 2.484897591653656496e-08
2.094000000000000000e+03 , 2.482524808220877137e-08
2.095000000000000000e+03 , 2.480155421757679344e-08
2.096000000000000000e+03 , 2.477789425782843281e-08
2.097000000000000000e+03 , 2.475426813830598534e-08
2.098000000000000000e+03 , 2.473067579450581752e-08
2.099000000000000000e+03 , 2.470711716207789998e-08
2.100000000000000000e+03 , 2.468359217682539388e-08
2.101000000000000000e+03 , 2.466010077470418440e-08
2.102000000000000000e+03 , 2.463664289182247378e-08
2.103000000000000000e+03 , 2.461321846444033126e-08
2.104000000000000000e+03 , 2.458982742896925974e-08
2.105000000000000000e+03 , 2.456646972197177550e-08
2.106000000000000000e+03 , 2.454314528016096153e-08
2.107000000000000000e+03 , 2.451985404040005729e-08
2.108000000000000000e+03 , 2.449659593970200868e-08
2.109000000000000000e+03 , 2.447337091522906769e-08
2.110000000000000000e+03 , 2.445017890429235238e-08
2.111000000000000000e+03 , 2.442701984435142331e-08
2.112000000000000000e+03 , 2.440389367301386999e-08
2.113000000000000000e+03 , 2.438080032803488401e-08
2.114000000000000000e+03 , 2.435773974731684552e-08
2.115000000000000000e+03 , 2.433471186890889302e-08
2.116000000000000000e+03 , 2.431171663100653298e-08
2.117000000000000000e+03 , 2.428875397195119645e-08
2.118000000000000000e+03 , 2.426582383022984533e-08
2.119000000000000000e+03 , 2.424292614447454887e-08
2.120000000000000000e+03 , 2.422006085346208326e-08
2.121000000000000000e+03 , 2.419722789611351148e-08
2.122000000000000000e+03 , 2.417442721149378625e-08
2.123000000000000000e+03 , 2.415165873881133307e-08
2.124000000000000000e+03 , 2.412892241741765326e-08
2.125000000000000000e+03 , 2.410621818680691690e-08
2.126000000000000000e+03 , 2.408354598661555925e-08
2.127000000000000000e+03 , 2.406090575662188033e-08
2.128000000000000000e+03 , 2.403829743674564459e-08
2.129000000000000000e+03 , 2.401572096704768388e-08
2.130000000000000000e+03 , 2.399317628772950366e-08
2.131000000000000000e+03 , 2.397066333913287278e-08
2.132000000000000000e+03 , 2.394818206173945287e-08
2.133000000000000000e+03 , 2.392573239617037151e-08
2.134000000000000000e+03 , 2.390331428318586822e-08
2.135000000000000000e+03 , 2.388092766368487423e-08
2.136000000000000000e+03 , 2.385857247870463530e-08
2.137000000000000000e+03 , 2.383624866942032458e-08
2.138000000000000000e+03 , 2.381395617714464560e-08
2.139000000000000000e+03 , 2.379169494332747159e-08
2.140000000000000000e+03 , 2.376946490955541533e-08
2.141000000000000000e+03 , 2.374726601755149832e-08
2.142000000000000000e+03 , 2.372509820917473388e-08
2.143000000000000000e+03 , 2.370296142641975320e-08
2.144000000000000000e+03 , 2.368085561141644478e-08
2.145000000000000000e+03 , 2.365878070642954077e-08
2.146000000000000000e+03 , 2.363673665385827619e-08
2.147000000000000000e+03 , 2.361472339623598861e-08
2.148000000000000000e+03 , 2.359274087622975744e-08
2.149000000000000000e+03 , 2.357078903664002017e-08
2.150000000000000000e+03 , 2.354886782040021167e-08
2.151000000000000000e+03 , 2.352697717057638376e-08
2.152000000000000000e+03 , 2.350511703036683785e-08
2.153000000000000000e+03 , 2.348328734310175774e-08
2.154000000000000000e+03 , 2.346148805224284896e-08
2.155000000000000000e+03 , 2.343971910138295822e-08
2.156000000000000000e+03 , 2.341798043424571282e-08
2.157000000000000000e+03 , 2.339627199468517320e-08
2.158000000000000000e+03 , 2.337459372668544913e-08
2.159000000000000000e+03 , 2.335294557436034902e-08
2.160000000000000000e+03 , 2.333132748195301257e-08
2.161000000000000000e+03 , 2.330973939383556347e-08
2.162000000000000000e+03 , 2.328818125450874863e-08
2.163000000000000000e+03 , 2.326665300860155776e-08
2.164000000000000000e+03 , 2.324515460087091234e-08
2.165000000000000000e+03 , 2.322368597620126521e-08
2.166000000000000000e+03 , 2.320224707960428962e-08
2.167000000000000000e+03 , 2.318083785621848875e-08
2.168000000000000000e+03 , 2.315945825130886818e-08
2.169000000000000000e+03 , 2.313810821026658514e-08
2.170000000000000000e+03 , 2.311678767860858787e-08
2.171000000000000000e+03 , 2.309549660197727482e-08
2.172000000000000000e+03 , 2.307423492614015718e-08
2.173000000000000000e+03 , 2.305300259698948827e-08
2.174000000000000000e+03 , 2.303179956054195253e-08
2.175000000000000000e+03 , 2.301062576293829827e-08
2.176000000000000000e+03 , 2.298948115044299684e-08
2.177000000000000000e+03 , 2.296836566944391843e-08
2.178000000000000000e+03 , 2.294727926645197796e-08
2.179000000000000000e+03 , 2.292622188810079435e-08
2.180000000000000000e+03 , 2.290519348114636291e-08
2.181000000000000000e+03 , 2.288419399246671787e-08
2.182000000000000000e+03 , 2.286322336906158829e-08
2.183000000000000000e+03 , 2.284228155805206716e-08
2.184000000000000000e+03 , 2.282136850668028053e-08
2.185000000000000000e+03 , 2.280048416230905995e-08
2.186000000000000000e+03 , 2.277962847242160501e-08
2.187000000000000000e+03 , 2.275880138462113918e-08
2.188000000000000000e+03 , 2.273800284663061206e-08
2.189000000000000000e+03 , 2.271723280629235196e-08
2.190000000000000000e+03 , 2.269649121156772841e-08
2.191000000000000000e+03 , 2.267577801053685766e-08
2.192000000000000000e+03 , 2.265509315139824538e-08
2.193000000000000000e+03 , 2.263443658246848554e-08
2.194000000000000000e+03 , 2.261380825218192291e-08
2.195000000000000000e+03 , 2.259320810909033877e-08
2.196000000000000000e+03 , 2.257263610186262992e-08
2.197000000000000000e+03 , 2.255209217928449107e-08
2.198000000000000000e+03 , 2.253157629025807733e-08
2.199000000000000000e+03 , 2.251108838380171970e-08
2.200000000000000000e+03 , 2.249062840904958092e-08
2.201000000000000000e+03 , 2.247019631525135438e-08
2.202000000000000000e+03 , 2.244979205177193659e-08
2.203000000000000000e+03 , 2.242941556809112935e-08
2.204000000000000000e+03 , 2.240906681380330893e-08
2.205000000000000000e+03 , 2.238874573861713486e-08
2.206000000000000000e+03 , 2.236845229235522567e-08
2.207000000000000000e+03 , 2.234818642495383798e-08
2.208000000000000000e+03 , 2.232794808646259518e-08
2.209000000000000000e+03 , 2.230773722704414329e-08
2.210000000000000000e+03 , 2.228755379697384989e-08
2.211000000000000000e+03 , 2.226739774663952288e-08
2.212000000000000000e+03 , 2.224726902654107299e-08
2.213000000000000000e+03 , 2.222716758729023251e-08
2.214000000000000000e+03 , 2.220709337961024764e-08
2.215000000000000000e+03 , 2.218704635433556077e-08
2.216000000000000000e+03 , 2.216702646241153596e-08
2.217000000000000000e+03 , 2.214703365489413787e-08
2.218000000000000000e+03 , 2.212706788294964733e-08
2.219000000000000000e+03 , 2.210712909785434692e-08
2.220000000000000000e+03 , 2.208721725099423316e-08
2.221000000000000000e+03 , 2.206733229386472865e-08
2.222000000000000000e+03 , 2.204747417807037103e-08
2.223000000000000000e+03 , 2.202764285532451851e-08
2.224000000000000000e+03 , 2.200783827744907855e-08
2.225000000000000000e+03 , 2.198806039637419026e-08
2.226000000000000000e+03 , 2.196830916413794308e-08
2.227000000000000000e+03 , 2.194858453288608240e-08
2.228000000000000000e+03 , 2.192888645487172825e-08
2.229000000000000000e+03 , 2.190921488245507753e-08
2.230000000000000000e+03 , 2.188956976810311618e-08
2.231000000000000000e+03 , 2.186995106438933788e-08
2.232000000000000000e+03 , 2.185035872399345625e-08
2.233000000000000000e+03 , 2.183079269970111698e-08
2.234000000000000000e+03 , 2.181125294440360993e-08
2.235000000000000000e+03 , 2.179173941109759456e-08
2.236000000000000000e+03 , 2.177225205288481202e-08
2.237000000000000000e+03 , 2.175279082297180066e-08
2.238000000000000000e+03 , 2.173335567466962796e-08
2.239000000000000000e+03 , 2.171394656139358948e-08
2.240000000000000000e+03 , 2.169456343666294415e-08
2.241000000000000000e+03 , 2.167520625410063632e-08
2.242000000000000000e+03 , 2.165587496743301786e-08
2.243000000000000000e+03 , 2.163656953048956358e-08
2.244000000000000000e+03 , 2.161728989720259664e-08
2.245000000000000000e+03 , 2.159803602160703373e-08
2.246000000000000000e+03 , 2.157880785784007409e-08
2.247000000000000000e+03 , 2.155960536014096788e-08
2.248000000000000000e+03 , 2.154042848285070849e-08
2.249000000000000000e+03 , 2.152127718041178436e-08
2.250000000000000000e+03 , 2.150215140736789775e-08
2.251000000000000000e+03 , 2.148305111836370005e-08
2.252000000000000000e+03 , 2.146397626814451713e-08
2.253000000000000000e+03 , 2.144492681155608468e-08
2.254000000000000000e+03 , 2.142590270354428348e-08
2.255000000000000000e+03 , 2.140690389915486810e-08
2.256000000000000000e+03 , 2.138793035353320551e-08
2.257000000000000000e+03 , 2.136898202192401039e-08
2.258000000000000000e+03 , 2.135005885967107378e-08
2.259000000000000000e+03 , 2.133116082221700836e-08
2.260000000000000000e+03 , 2.131228786510298040e-08
2.261000000000000000e+03 , 2.129343994396845832e-08
2.262000000000000000e+03 , 2.127461701455094136e-08
2.263000000000000000e+03 , 2.125581903268569822e-08
2.264000000000000000e+03 , 2.123704595430551887e-08
2.265000000000000000e+03 , 2.121829773544044986e-08
2.266000000000000000e+03 , 2.119957433221753627e-08
2.267000000000000000e+03 , 2.118087570086056359e-08
2.268000000000000000e+03 , 2.116220179768980960e-08
2.269000000000000000e+03 , 2.114355257912177962e-08
2.270000000000000000e+03 , 2.112492800166895843e-08
2.271000000000000000e+03 , 2.110632802193956206e-08
2.272000000000000000e+03 , 2.108775259663725986e-08
2.273000000000000000e+03 , 2.106920168256095948e-08
2.274000000000000000e+03 , 2.105067523660452557e-08
2.275000000000000000e+03 , 2.103217321575654820e-08
2.276000000000000000e+03 , 2.101369557710007816e-08
2.277000000000000000e+03 , 2.099524227781239534e-08
2.278000000000000000e+03 , 2.097681327516474075e-08
2.279000000000000000e+03 , 2.095840852652208155e-08
2.280000000000000000e+03 , 2.094002798934286958e-08
2.281000000000000000e+03 , 2.092167162117878321e-08
2.282000000000000000e+03 , 2.090333937967448255e-08
2.283000000000000000e+03 , 2.088503122256737781e-08
2.284000000000000000e+03 , 2.086674710768737453e-08
2.285000000000000000e+03 , 2.084848699295663206e-08
2.286000000000000000e+03 , 2.083025083638932201e-08
2.287000000000000000e+03 , 2.081203859609139996e-08
2.288000000000000000e+03 , 2.079385023026033742e-08
2.289000000000000000e+03 , 2.077568569718491011e-08
2.290000000000000000e+03 , 2.075754495524493987e-08
2.291000000000000000e+03 , 2.073942796291105973e-08
2.292000000000000000e+03 , 2.072133467874448893e-08
2.293000000000000000e+03 , 2.070326506139677813e-08
2.294000000000000000e+03 , 2.068521906960958444e-08
2.295000000000000000e+03 , 2.066719666221443317e-08
2.296000000000000000e+03 , 2.064919779813248624e-08
2.297000000000000000e+03 , 2.063122243637429401e-08
2.298000000000000000e+03 , 2.061327053603958354e-08
2.299000000000000000e+03 , 2.059534205631701039e-08
2.300000000000000000e+03 , 2.057743695648393039e-08
2.301000000000000000e+03 , 2.055955519590616466e-08
2.302000000000000000e+03 , 2.054169673403778788e-08
2.303000000000000000e+03 , 2.052386153042087020e-08
2.304000000000000000e+03 , 2.050604954468526550e-08
2.305000000000000000e+03 , 2.048826073654838305e-08
2.306000000000000000e+03 , 2.047049506581495594e-08
2.307000000000000000e+03 , 2.045275249237680945e-08
2.308000000000000000e+03 , 2.043503297621264266e-08
2.309000000000000000e+03 , 2.041733647738780019e-08
2.310000000000000000e+03 , 2.039966295605404387e-08
2.311000000000000000e+03 , 2.038201237244933434e-08
2.312000000000000000e+03 , 2.036438468689760281e-08
2.313000000000000000e+03 , 2.034677985980852932e-08
2.314000000000000000e+03 , 2.032919785167732107e-08
2.315000000000000000e+03 , 2.031163862308449077e-08
2.316000000000000000e+03 , 2.029410213469563160e-08
2.317000000000000000e+03 , 2.027658834726120879e-08
2.318000000000000000e+03 , 2.025909722161632466e-08
2.319000000000000000e+03 , 2.024162871868050363e-08
2.320000000000000000e+03 , 2.022418279945748699e-08
2.321000000000000000e+03 , 2.020675942503500137e-08
2.322000000000000000e+03 , 2.018935855658454360e-08
2.323000000000000000e+03 , 2.017198015536116901e-08
2.324000000000000000e+03 , 2.015462418270326971e-08
2.325000000000000000e+03 , 2.013729060003236948e-08
2.326000000000000000e+03 , 2.011997936885289873e-08
2.327000000000000000e+03 , 2.010269045075198279e-08
2.328000000000000000e+03 , 2.008542380739923674e-08
2.329000000000000000e+03 , 2.006817940054654376e-08
2.330000000000000000e+03 , 2.005095719202784661e-08
2.331000000000000000e+03 , 2.003375714375894257e-08
2.332000000000000000e+03 , 2.001657921773725840e-08
2.333000000000000000e+03 , 1.999942337604165514e-08
2.334000000000000000e+03 , 1.998228958083220973e-08
2.335000000000000000e+03 , 1.996517779435000987e-08
2.336000000000000000e+03 , 1.994808797891694887e-08
2.337000000000000000e+03 , 1.993102009693551062e-08
2.338000000000000000e+03 , 1.991397411088857101e-08
2.339000000000000000e+03 , 1.989694998333918291e-08
2.340000000000000000e+03 , 1.987994767693038093e-08
2.341000000000000000e+03 , 1.986296715438496635e-08
2.342000000000000000e+03 , 1.984600837850530864e-08
2.343000000000000000e+03 , 1.982907131217314357e-08
2.344000000000000000e+03 , 1.981215591834936810e-08
2.345000000000000000e+03 , 1.979526216007382861e-08
2.346000000000000000e+03 , 1.977839000046513563e-08
2.347000000000000000e+03 , 1.976153940272045538e-08
2.348000000000000000e+03 , 1.974471033011530130e-08
2.349000000000000000e+03 , 1.972790274600334218e-08
2.350000000000000000e+03 , 1.971111661381620361e-08
2.351000000000000000e+03 , 1.969435189706326617e-08
2.352000000000000000e+03 , 1.967760855933146688e-08
2.353000000000000000e+03 , 1.966088656428510401e-08
2.354000000000000000e+03 , 1.964418587566563193e-08
2.355000000000000000e+03 , 1.962750645729147911e-08
2.356000000000000000e+03 , 1.961084827305783971e-08
2.357000000000000000e+03 , 1.959421128693647835e-08
2.358000000000000000e+03 , 1.957759546297554810e-08
2.359000000000000000e+03 , 1.956100076529938207e-08
2.360000000000000000e+03 , 1.954442715810829818e-08
2.361000000000000000e+03 , 1.952787460567842711e-08
2.362000000000000000e+03 , 1.951134307236150054e-08
2.363000000000000000e+03 , 1.949483252258465263e-08
2.364000000000000000e+03 , 1.947834292085025456e-08
2.365000000000000000e+03 , 1.946187423173571273e-08
2.366000000000000000e+03 , 1.944542641989325700e-08
2.367000000000000000e+03 , 1.942899945004978515e-08
2.368000000000000000e+03 , 1.941259328700665116e-08
2.369000000000000000e+03 , 1.939620789563948650e-08
2.370000000000000000e+03 , 1.937984324089800165e-08
2.371000000000000000e+03 , 1.936349928780581732e-08
2.372000000000000000e+03 , 1.934717600146026262e-08
2.373000000000000000e+03 , 1.933087334703218318e-08
2.374000000000000000e+03 , 1.931459128976577569e-08
2.375000000000000000e+03 , 1.929832979497839270e-08
2.376000000000000000e+03 , 1.928208882806034078e-08
2.377000000000000000e+03 , 1.926586835447473823e-08
2.378000000000000000e+03 , 1.924966833975727359e-08
2.379000000000000000e+03 , 1.923348874951608977e-08
2.380000000000000000e+03 , 1.921732954943153596e-08
2.381000000000000000e+03 , 1.920119070525602862e-08
2.382000000000000000e+03 , 1.918507218281386620e-08
2.383000000000000000e+03 , 1.916897394800102401e-08
2.384000000000000000e+03 , 1.915289596678499540e-08
2.385000000000000000e+03 , 1.913683820520460977e-08
2.386000000000000000e+03 , 1.912080062936984067e-08
2.387000000000000000e+03 , 1.910478320546164038e-08
2.388000000000000000e+03 , 1.908878589973176781e-08
2.389000000000000000e+03 , 1.907280867850257348e-08
2.390000000000000000e+03 , 1.905685150816687048e-08
2.391000000000000000e+03 , 1.904091435518772928e-08
2.392000000000000000e+03 , 1.902499718609830574e-08
2.393000000000000000e+03 , 1.900909996750167230e-08
2.394000000000000000e+03 , 1.899322266607063277e-08
2.395000000000000000e+03 , 1.897736524854755349e-08
2.396000000000000000e+03 , 1.896152768174419798e-08
2.397000000000000000e+03 , 1.894570993254152506e-08
2.398000000000000000e+03 , 1.892991196788955653e-08
2.399000000000000000e+03 , 1.891413375480717199e-08
2.400000000000000000e+03 , 1.889837526038194343e-08
2.401000000000000000e+03 , 1.888263645176997311e-08
2.402000000000000000e+03 , 1.886691729619571488e-08
2.403000000000000000e+03 , 1.885121776095180873e-08
2.404000000000000000e+03 , 1.883553781339890544e-08
2.405000000000000000e+03 , 1.881987742096550117e-08
2.406000000000000000e+03 , 1.880423655114775873e-08
2.407000000000000000e+03 , 1.878861517150935211e-08
2.408000000000000000e+03 , 1.877301324968129443e-08
2.409000000000000000e+03 , 1.875743075336175595e-08
2.410000000000000000e+03 , 1.874186765031593502e-08
2.411000000000000000e+03 , 1.872632390837583972e-08
2.412000000000000000e+03 , 1.871079949544015550e-08
2.413000000000000000e+03 , 1.869529437947407644e-08
2.414000000000000000e+03 , 1.867980852850912658e-08
2.415000000000000000e+03 , 1.866434191064301765e-08
2.416000000000000000e+03 , 1.864889449403946047e-08
2.417000000000000000e+03 , 1.863346624692800280e-08
2.418000000000000000e+03 , 1.861805713760389041e-08
2.419000000000000000e+03 , 1.860266713442788838e-08
2.420000000000000000e+03 , 1.858729620582609914e-08
2.421000000000000000e+03 , 1.857194432028984997e-08
2.422000000000000000e+03 , 1.855661144637546468e-08
2.423000000000000000e+03 , 1.854129755270417761e-08
2.424000000000000000e+03 , 1.852600260796190863e-08
2.425000000000000000e+03 , 1.851072658089913737e-08
2.426000000000000000e+03 , 1.849546944033073785e-08
2.427000000000000000e+03 , 1.848023115513581630e-08
2.428000000000000000e+03 , 1.846501169425754907e-08
2.429000000000000000e+03 , 1.844981102670303038e-08
2.430000000000000000e+03 , 1.843462912154312019e-08
2.431000000000000000e+03 , 1.841946594791227206e-08
2.432000000000000000e+03 , 1.840432147500838104e-08
2.433000000000000000e+03 , 1.838919567209263800e-08
2.434000000000000000e+03 , 1.837408850848936095e-08
2.435000000000000000e+03 , 1.835899995358583620e-08
2.436000000000000000e+03 , 1.834392997683218929e-08
2.437000000000000000e+03 , 1.832887854774119644e-08
2.438000000000000000e+03 , 1.831384563588815218e-08
2.439000000000000000e+03 , 1.829883121091071054e-08
2.440000000000000000e+03 , 1.828383524250873282e-08
2.441000000000000000e+03 , 1.826885770044411887e-08
2.442000000000000000e+03 , 1.825389855454069130e-08
2.443000000000000000e+03 , 1.823895777468399361e-08
2.444000000000000000e+03 , 1.822403533082119425e-08
2.445000000000000000e+03 , 1.820913119296088152e-08
2.446000000000000000e+03 , 1.819424533117295761e-08
2.447000000000000000e+03 , 1.817937771558845670e-08
2.448000000000000000e+03 , 1.816452831639940594e-08
2.449000000000000000e+03 , 1.814969710385868982e-08
2.450000000000000000e+03 , 1.813488404827988142e-08
2.451000000000000000e+03 , 1.812008912003710012e-08
2.452000000000000000e+03 , 1.810531228956486275e-08
2.453000000000000000e+03 , 1.809055352735794785e-08
2.454000000000000000e+03 , 1.807581280397122703e-08
2.455000000000000000e+03 , 1.806109009001953585e-08
2.456000000000000000e+03 , 1.804638535617751503e-08
2.457000000000000000e+03 , 1.803169857317948140e-08
2.458000000000000000e+03 , 1.801702971181925919e-08
2.459000000000000000e+03 , 1.800237874295005425e-08
2.460000000000000000e+03 , 1.798774563748429857e-08
2.461000000000000000e+03 , 1.797313036639351129e-08
2.462000000000000000e+03 , 1.795853290070814324e-08
2.463000000000000000e+03 , 1.794395321151746106e-08
2.464000000000000000e+03 , 1.792939126996937522e-08
2.465000000000000000e+03 , 1.791484704727030099e-08
2.466000000000000000e+03 , 1.790032051468503278e-08
2.467000000000000000e+03 , 1.788581164353659184e-08
2.468000000000000000e+03 , 1.787132040520608410e-08
2.469000000000000000e+03 , 1.785684677113255781e-08
2.470000000000000000e+03 , 1.784239071281286128e-08
2.471000000000000000e+03 , 1.782795220180151720e-08
2.472000000000000000e+03 , 1.781353120971056704e-08
2.473000000000000000e+03 , 1.779912770820943549e-08
2.474000000000000000e+03 , 1.778474166902479143e-08
2.475000000000000000e+03 , 1.777037306394041227e-08
2.476000000000000000e+03 , 1.775602186479704172e-08
2.477000000000000000e+03 , 1.774168804349225411e-08
2.478000000000000000e+03 , 1.772737157198031540e-08
2.479000000000000000e+03 , 1.771307242227205416e-08
2.480000000000000000e+03 , 1.769879056643469947e-08
2.481000000000000000e+03 , 1.768452597659178490e-08
2.482000000000000000e+03 , 1.767027862492297324e-08
2.483000000000000000e+03 , 1.765604848366394389e-08
2.484000000000000000e+03 , 1.764183552510624739e-08
2.485000000000000000e+03 , 1.762763972159718623e-08
2.486000000000000000e+03 , 1.761346104553965273e-08
2.487000000000000000e+03 , 1.759929946939201990e-08
2.488000000000000000e+03 , 1.758515496566800243e-08
2.489000000000000000e+03 , 1.757102750693650448e-08
2.490000000000000000e+03 , 1.755691706582151717e-08
2.491000000000000000e+03 , 1.754282361500196299e-08
2.492000000000000000e+03 , 1.752874712721157014e-08
2.493000000000000000e+03 , 1.751468757523874344e-08
2.494000000000000000e+03 , 1.750064493192643530e-08
2.495000000000000000e+03 , 1.748661917017200680e-08
2.496000000000000000e+03 , 1.747261026292709195e-08
2.497000000000000000e+03 , 1.745861818319748527e-08
2.498000000000000000e+03 , 1.744464290404300938e-08
2.499000000000000000e+03 , 1.743068439857735294e-08
2.500000000000000000e+03 , 1.741674263996799778e-08
2.501000000000000000e+03 , 1.740281760143603367e-08
2.502000000000000000e+03 , 1.738890925625606235e-08
2.503000000000000000e+03 , 1.737501757775607180e-08
2.504000000000000000e+03 , 1.736114253931728071e-08
2.505000000000000000e+03 , 1.734728411437404257e-08
2.506000000000000000e+03 , 1.733344227641370002e-08
2.507000000000000000e+03 , 1.731961699897645589e-08
2.508000000000000000e+03 , 1.730580825565526726e-08
2.509000000000000000e+03 , 1.729201602009568667e-08
2.510000000000000000e+03 , 1.727824026599577608e-08
2.511000000000000000e+03 , 1.726448096710594144e-08
2.512000000000000000e+03 , 1.725073809722884004e-08
2.513000000000000000e+03 , 1.723701163021923495e-08
2.514000000000000000e+03 , 1.722330153998388249e-08
2.515000000000000000e+03 , 1.720960780048140320e-08
2.516000000000000000e+03 , 1.719593038572215612e-08
2.517000000000000000e+03 , 1.718226926976811637e-08
2.518000000000000000e+03 , 1.716862442673276261e-08
2.519000000000000000e+03 , 1.715499583078094147e-08
2.520000000000000000e+03 , 1.714138345612874501e-08
2.521000000000000000e+03 , 1.712778727704340165e-08
2.522000000000000000e+03 , 1.711420726784313712e-08
2.523000000000000000e+03 , 1.710064340289706862e-08
2.524000000000000000e+03 , 1.708709565662507908e-08
2.525000000000000000e+03 , 1.707356400349769141e-08
2.526000000000000000e+03 , 1.706004841803595603e-08
2.527000000000000000e+03 , 1.704654887481131523e-08
2.528000000000000000e+03 , 1.703306534844550715e-08
2.529000000000000000e+03 , 1.701959781361043348e-08
2.530000000000000000e+03 , 1.700614624502804036e-08
2.531000000000000000e+03 , 1.699271061747019260e-08
2.532000000000000000e+03 , 1.697929090575857777e-08
2.533000000000000000e+03 , 1.696588708476456389e-08
2.534000000000000000e+03 , 1.695249912940909359e-08
2.535000000000000000e+03 , 1.693912701466257157e-08
2.536000000000000000e+03 , 1.692577071554473229e-08
